time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1998-05-28T20:32:46.510Z,26.576,62.23,47.4,4.7,mb,,,,1.29,us,usp0008nw3,2014-11-07T01:05:16.597Z,"103 km NW of Turbat, Pakistan",earthquake,,,,35,reviewed,us,us
1998-04-19T19:57:22.910Z,25.042,63.292,33,4.7,mb,,,,0.95,us,usp0008kk8,2014-11-07T01:05:01.384Z,"30 km SW of Pasni, Pakistan",earthquake,,,,25,reviewed,us,us
1998-03-13T15:29:06.910Z,24.679,62.231,33,3.8,mb,,,,0.97,us,usp0008hen,2014-11-07T01:04:45.810Z,"49 km S of Gwadar, Pakistan",earthquake,,,,1,reviewed,us,us
1998-03-11T15:39:45.470Z,27.656,61.566,33,4.4,mb,,,,0.83,us,usp0008hb6,2014-11-07T01:04:45.255Z,"71 km SSE of Kh?sh, Iran",earthquake,,,,4,reviewed,us,us
1997-09-08T06:31:38.080Z,24.287,63.314,36.4,4.3,mb,,,,1.1,us,usp000879p,2014-11-07T01:03:27.916Z,"109 km S of Pasni, Pakistan",earthquake,,,,4,reviewed,us,us
1997-08-28T12:11:34.430Z,25.241,62.324,33,4.6,mb,,,,1.08,us,usp00086ta,2014-11-07T01:03:21.164Z,"13 km N of Gwadar, Pakistan",earthquake,,,,11,reviewed,us,us
1997-03-10T15:06:47.570Z,26.23,62.88,33,4.9,mb,,,,1.27,us,usp0007ymq,2014-11-07T01:02:18.978Z,"30 km NNW of Turbat, Pakistan",earthquake,,,,1,reviewed,us,us
1996-09-18T14:36:40.710Z,26.028,61.018,10,4.8,mb,,,,1.26,us,usp0007q3e,2014-11-07T01:01:11.783Z,"36 km SE of Qa?r-e Qand, Iran",earthquake,,,,4,reviewed,us,us
1996-05-08T03:05:37.400Z,27.727,60.255,33,3.8,mb,,,,0.9,us,usp0007h3e,2014-11-07T01:00:26.004Z,"71 km NW of Iranshahr, Iran",earthquake,,,,10,reviewed,us,us
1996-03-01T14:18:49.430Z,27.766,62.855,33,4.2,mb,,,,0.9,us,usp0007e76,2014-11-07T01:00:01.721Z,"168 km ESE of Kh?sh, Iran",earthquake,,,,10,reviewed,us,us
1996-01-05T15:50:32.300Z,26.174,63.564,33,4.1,mb,,,,1,us,usp0007adv,2014-11-07T00:59:36.912Z,"55 km ENE of Turbat, Pakistan",earthquake,,,,14,reviewed,us,us
1993-12-19T11:45:30.730Z,25.21,62.603,24.4,5.1,mb,,,,0.9,us,usp00065bj,2014-11-07T00:54:37.185Z,"29 km ENE of Gwadar, Pakistan",earthquake,,,,85,reviewed,us,us
1993-10-11T09:13:01.810Z,24.795,63.266,24,4.6,mb,,,,1.3,us,usp00061t9,2014-11-07T00:54:11.646Z,"55 km SSW of Pasni, Pakistan",earthquake,,,,18,reviewed,us,us
1993-02-04T19:41:32.320Z,24.909,62.855,25.9,5.1,mb,,,,1.1,us,usp0005mmt,2014-11-07T00:52:21.386Z,"58 km ESE of Gwadar, Pakistan",earthquake,,,,86,reviewed,us,us
1992-12-17T10:39:28.980Z,25.901,61.441,33,5.7,mw,,,,0.9,us,usp0005jdt,2022-04-28T18:25:46.584Z,"78 km ESE of Qa?r-e Qand, Iran",earthquake,,,,,reviewed,us,hrv
1992-05-17T03:55:41.890Z,24.953,63.263,30.4,4.9,mb,,,,1,us,usp00057gg,2014-11-07T00:50:38.108Z,"40 km SSW of Pasni, Pakistan",earthquake,,,,29,reviewed,us,us
1992-01-30T05:22:01.410Z,24.958,63.141,29.1,5.9,mw,,,,0.9,us,usp00052e0,2022-04-28T18:56:35.403Z,"47 km SW of Pasni, Pakistan",earthquake,,,,,reviewed,us,hrv
1991-12-07T14:22:32.270Z,25.191,62.974,29.9,5.6,mw,,,,1,us,usp0005051,2022-04-28T18:57:15.093Z,"50 km W of Pasni, Pakistan",earthquake,,,,,reviewed,us,hrv
